2026-06-29 14:23:05,873 | [META-RNW] | INFO | __main__ | Run ID: 20260629_142305_meta_renewed | dropout=0.50 | patience=40 | lr=1e-04 | wd=1e-02
2026-06-29 14:23:05,874 | [META-RNW] | INFO | __main__ | Log file: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/logs/run_20260629_142305_meta_renewed.log
2026-06-29 14:28:37,348 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [009/500] T-Acc:  77.3%  V-Acc:  40.0%  V-AUROC: 0.5714  LR: 1.00e-04
2026-06-29 14:28:37,462 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_14_best.pth
2026-06-29 14:28:37,893 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [010/500] T-Acc:  68.2%  V-Acc:  30.0%  V-AUROC: 0.5714  LR: 1.00e-04
2026-06-29 14:28:38,328 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [011/500] T-Acc:  72.7%  V-Acc:  70.0%  V-AUROC: 0.5714  LR: 1.00e-04
2026-06-29 14:28:38,747 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [012/500] T-Acc:  59.1%  V-Acc:  50.0%  V-AUROC: 0.5714  LR: 1.00e-04
2026-06-29 14:28:39,169 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [013/500] T-Acc:  63.6%  V-Acc:  50.0%  V-AUROC: 0.5714  LR: 1.00e-04
2026-06-29 14:28:39,615 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [014/500] T-Acc:  90.9%  V-Acc:  70.0%  V-AUROC: 0.5714  LR: 1.00e-04
2026-06-29 14:28:40,052 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [015/500] T-Acc:  72.7%  V-Acc:  70.0%  V-AUROC: 0.5238  LR: 1.00e-04
2026-06-29 14:28:40,490 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [016/500] T-Acc:  81.8%  V-Acc:  40.0%  V-AUROC: 0.5714  LR: 1.00e-04
2026-06-29 14:28:40,929 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [017/500] T-Acc:  86.4%  V-Acc:  30.0%  V-AUROC: 0.5714  LR: 1.00e-04
2026-06-29 14:28:41,377 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [018/500] T-Acc:  72.7%  V-Acc:  30.0%  V-AUROC: 0.5714  LR: 1.00e-04
2026-06-29 14:28:41,836 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [019/500] T-Acc:  86.4%  V-Acc:  40.0%  V-AUROC: 0.5714  LR: 1.00e-04
2026-06-29 14:28:42,259 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [020/500] T-Acc:  90.9%  V-Acc:  70.0%  V-AUROC: 0.5238  LR: 1.00e-04
2026-06-29 14:28:42,693 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [021/500] T-Acc:  81.8%  V-Acc:  70.0%  V-AUROC: 0.5238  LR: 2.00e-05
2026-06-29 14:28:43,123 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [022/500] T-Acc:  90.9%  V-Acc:  70.0%  V-AUROC: 0.5238  LR: 2.00e-05
2026-06-29 14:28:43,552 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [023/500] T-Acc:  86.4%  V-Acc:  50.0%  V-AUROC: 0.5238  LR: 2.00e-05
2026-06-29 14:28:43,960 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [024/500] T-Acc:  86.4%  V-Acc:  50.0%  V-AUROC: 0.5238  LR: 2.00e-05
2026-06-29 14:28:44,378 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [025/500] T-Acc:  81.8%  V-Acc:  30.0%  V-AUROC: 0.4762  LR: 2.00e-05
2026-06-29 14:28:44,792 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [026/500] T-Acc:  90.9%  V-Acc:  30.0%  V-AUROC: 0.4762  LR: 2.00e-05
2026-06-29 14:28:45,239 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [027/500] T-Acc:  90.9%  V-Acc:  30.0%  V-AUROC: 0.4762  LR: 2.00e-05
2026-06-29 14:28:45,659 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [028/500] T-Acc:  90.9%  V-Acc:  30.0%  V-AUROC: 0.4286  LR: 2.00e-05
2026-06-29 14:28:46,058 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [029/500] T-Acc:  90.9%  V-Acc:  40.0%  V-AUROC: 0.4286  LR: 2.00e-05
2026-06-29 14:28:46,482 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [030/500] T-Acc:  86.4%  V-Acc:  50.0%  V-AUROC: 0.4286  LR: 2.00e-05
2026-06-29 14:28:46,888 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [031/500] T-Acc: 100.0%  V-Acc:  40.0%  V-AUROC: 0.4286  LR: 2.00e-05
2026-06-29 14:28:47,331 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [032/500] T-Acc:  95.5%  V-Acc:  40.0%  V-AUROC: 0.4286  LR: 4.00e-06
2026-06-29 14:28:47,789 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [033/500] T-Acc:  86.4%  V-Acc:  40.0%  V-AUROC: 0.3810  LR: 4.00e-06
2026-06-29 14:28:48,225 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [034/500] T-Acc:  90.9%  V-Acc:  40.0%  V-AUROC: 0.3810  LR: 4.00e-06
2026-06-29 14:28:48,650 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [035/500] T-Acc:  90.9%  V-Acc:  40.0%  V-AUROC: 0.4286  LR: 4.00e-06
2026-06-29 14:28:49,084 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [036/500] T-Acc: 100.0%  V-Acc:  40.0%  V-AUROC: 0.3810  LR: 4.00e-06
2026-06-29 14:28:49,519 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [037/500] T-Acc:  86.4%  V-Acc:  40.0%  V-AUROC: 0.4286  LR: 4.00e-06
2026-06-29 14:28:49,983 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [038/500] T-Acc:  95.5%  V-Acc:  40.0%  V-AUROC: 0.3810  LR: 4.00e-06
2026-06-29 14:28:50,413 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [039/500] T-Acc:  86.4%  V-Acc:  40.0%  V-AUROC: 0.3810  LR: 4.00e-06
2026-06-29 14:28:50,795 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [040/500] T-Acc:  81.8%  V-Acc:  40.0%  V-AUROC: 0.3810  LR: 4.00e-06
2026-06-29 14:28:51,177 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [041/500] T-Acc:  90.9%  V-Acc:  40.0%  V-AUROC: 0.3810  LR: 4.00e-06
2026-06-29 14:28:51,514 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [042/500] T-Acc:  90.9%  V-Acc:  40.0%  V-AUROC: 0.3810  LR: 4.00e-06
2026-06-29 14:28:51,847 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [043/500] T-Acc:  86.4%  V-Acc:  40.0%  V-AUROC: 0.3810  LR: 1.00e-06
2026-06-29 14:28:52,179 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [044/500] T-Acc:  95.5%  V-Acc:  40.0%  V-AUROC: 0.3810  LR: 1.00e-06
2026-06-29 14:28:52,524 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [045/500] T-Acc:  90.9%  V-Acc:  40.0%  V-AUROC: 0.3810  LR: 1.00e-06
2026-06-29 14:28:52,896 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [046/500] T-Acc:  90.9%  V-Acc:  40.0%  V-AUROC: 0.3810  LR: 1.00e-06
2026-06-29 14:28:53,273 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [047/500] T-Acc:  86.4%  V-Acc:  40.0%  V-AUROC: 0.3810  LR: 1.00e-06
2026-06-29 14:28:53,695 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [048/500] T-Acc: 100.0%  V-Acc:  40.0%  V-AUROC: 0.3810  LR: 1.00e-06
2026-06-29 14:28:54,122 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [049/500] T-Acc:  95.5%  V-Acc:  40.0%  V-AUROC: 0.3810  LR: 1.00e-06
2026-06-29 14:28:54,123 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Early stop — best AUROC 0.5714 at epoch 9 (no improvement for 40 epochs)
2026-06-29 14:28:54,123 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Done. Best AUROC: 0.5714 (epoch 9)
2026-06-29 14:28:54,226 | [META-RNW] | INFO | meta_classifier_renewed.evaluators.monte_carlo_evaluator | -> Fold 15 Result | Acc=0.400 Sens=0.429 Spec=0.333 AUROC=0.381 (Fixed Threshold: 0.5)
2026-06-29 14:28:54,243 | [META-RNW] | INFO | meta_classifier_renewed.evaluators.monte_carlo_evaluator | === Fold 16/30 | train: 22 subj | test: 10 subj ===
2026-06-29 14:28:54,255 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Device: cuda | max_epochs=500 | batch=8 | es_patience=40 | lr=1e-04 | wd=1e-02
2026-06-29 14:28:54,256 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | CE weights — HC: 1.100  MCI: 0.917
2026-06-29 14:28:54,693 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [001/500] T-Acc:  31.8%  V-Acc:  30.0%  V-AUROC: 0.2500  LR: 2.00e-05
2026-06-29 14:28:54,788 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_15_best.pth
2026-06-29 14:28:55,212 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [002/500] T-Acc:  54.5%  V-Acc:  30.0%  V-AUROC: 0.3333  LR: 4.00e-05
2026-06-29 14:28:55,321 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_15_best.pth
2026-06-29 14:28:55,760 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [003/500] T-Acc:  31.8%  V-Acc:  40.0%  V-AUROC: 0.4167  LR: 6.00e-05
2026-06-29 14:28:55,869 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_15_best.pth
2026-06-29 14:28:56,320 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [004/500] T-Acc:  54.5%  V-Acc:  50.0%  V-AUROC: 0.5000  LR: 8.00e-05
2026-06-29 14:28:56,453 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_15_best.pth
2026-06-29 14:28:56,944 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [005/500] T-Acc:  50.0%  V-Acc:  50.0%  V-AUROC: 0.4167  LR: 1.00e-04
2026-06-29 14:28:57,370 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [006/500] T-Acc:  40.9%  V-Acc:  50.0%  V-AUROC: 0.4583  LR: 1.00e-04
2026-06-29 14:28:57,780 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [007/500] T-Acc:  72.7%  V-Acc:  40.0%  V-AUROC: 0.5000  LR: 1.00e-04
2026-06-29 14:28:58,227 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [008/500] T-Acc:  59.1%  V-Acc:  40.0%  V-AUROC: 0.5000  LR: 1.00e-04
2026-06-29 14:28:58,665 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [009/500] T-Acc:  63.6%  V-Acc:  70.0%  V-AUROC: 0.5417  LR: 1.00e-04
2026-06-29 14:28:58,777 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_15_best.pth
2026-06-29 14:28:59,194 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [010/500] T-Acc:  72.7%  V-Acc:  70.0%  V-AUROC: 0.6250  LR: 1.00e-04
2026-06-29 14:28:59,307 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_15_best.pth
2026-06-29 14:28:59,753 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [011/500] T-Acc:  68.2%  V-Acc:  40.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:28:59,869 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_15_best.pth
2026-06-29 14:29:00,300 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [012/500] T-Acc:  59.1%  V-Acc:  30.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:29:00,749 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [013/500] T-Acc:  77.3%  V-Acc:  40.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:29:01,218 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [014/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:29:01,644 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [015/500] T-Acc:  68.2%  V-Acc:  60.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:29:02,070 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [016/500] T-Acc:  77.3%  V-Acc:  80.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:29:02,497 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [017/500] T-Acc:  63.6%  V-Acc:  40.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:29:02,949 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [018/500] T-Acc:  81.8%  V-Acc:  40.0%  V-AUROC: 0.7083  LR: 1.00e-04
2026-06-29 14:29:03,070 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_15_best.pth
2026-06-29 14:29:03,513 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [019/500] T-Acc:  90.9%  V-Acc:  50.0%  V-AUROC: 0.7083  LR: 1.00e-04
2026-06-29 14:29:03,949 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [020/500] T-Acc:  90.9%  V-Acc:  80.0%  V-AUROC: 0.7083  LR: 1.00e-04
2026-06-29 14:29:04,357 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [021/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.7083  LR: 1.00e-04
2026-06-29 14:29:04,769 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [022/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.7083  LR: 1.00e-04
2026-06-29 14:29:05,170 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [023/500] T-Acc:  90.9%  V-Acc:  60.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:29:05,569 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [024/500] T-Acc:  90.9%  V-Acc:  60.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:29:05,993 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [025/500] T-Acc:  86.4%  V-Acc:  30.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:29:06,412 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [026/500] T-Acc:  95.5%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 1.00e-04
2026-06-29 14:29:06,814 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [027/500] T-Acc:  90.9%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 1.00e-04
2026-06-29 14:29:07,232 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [028/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 1.00e-04
2026-06-29 14:29:07,339 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_15_best.pth
2026-06-29 14:29:07,765 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [029/500] T-Acc:  95.5%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 1.00e-04
2026-06-29 14:29:08,220 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [030/500] T-Acc:  95.5%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 1.00e-04
2026-06-29 14:29:08,667 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [031/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 1.00e-04
2026-06-29 14:29:09,119 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [032/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 1.00e-04
2026-06-29 14:29:09,558 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [033/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 1.00e-04
2026-06-29 14:29:09,976 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [034/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 1.00e-04
2026-06-29 14:29:10,386 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [035/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 1.00e-04
2026-06-29 14:29:10,817 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [036/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 1.00e-04
2026-06-29 14:29:11,229 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [037/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 1.00e-04
2026-06-29 14:29:11,640 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [038/500] T-Acc: 100.0%  V-Acc:  70.0%  V-AUROC: 0.7083  LR: 1.00e-04
2026-06-29 14:29:12,137 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [039/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 1.00e-04
2026-06-29 14:29:12,568 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [040/500] T-Acc: 100.0%  V-Acc:  70.0%  V-AUROC: 0.7083  LR: 2.00e-05
2026-06-29 14:29:13,009 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [041/500] T-Acc: 100.0%  V-Acc:  70.0%  V-AUROC: 0.7083  LR: 2.00e-05
2026-06-29 14:29:13,433 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [042/500] T-Acc: 100.0%  V-Acc:  70.0%  V-AUROC: 0.7083  LR: 2.00e-05
2026-06-29 14:29:13,880 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [043/500] T-Acc: 100.0%  V-Acc:  70.0%  V-AUROC: 0.7083  LR: 2.00e-05
2026-06-29 14:29:14,335 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [044/500] T-Acc: 100.0%  V-Acc:  70.0%  V-AUROC: 0.7083  LR: 2.00e-05
2026-06-29 14:29:14,753 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [045/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 2.00e-05
2026-06-29 14:29:15,125 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [046/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 2.00e-05
2026-06-29 14:29:15,554 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [047/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 2.00e-05
2026-06-29 14:29:15,979 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [048/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 2.00e-05
2026-06-29 14:29:16,388 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [049/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 2.00e-05
2026-06-29 14:29:16,828 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [050/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 2.00e-05
2026-06-29 14:29:17,248 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [051/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:29:17,662 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [052/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:29:18,050 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [053/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:29:18,465 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [054/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:29:18,906 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [055/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:29:19,358 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [056/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:29:19,751 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [057/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:29:20,158 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [058/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:29:20,575 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [059/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:29:21,004 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [060/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:29:21,417 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [061/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:29:21,827 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [062/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:29:22,252 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [063/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:29:22,702 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [064/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:29:23,123 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [065/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:29:23,541 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [066/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:29:23,965 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [067/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 1.00e-06
